time,power,soc,distance,speed,segment_name,segment_type,cumulative_energy_deployed_j
0.0,119999.99999999996,0.5952,7.5,55.87962962962963,Main Straight,straight,23999.999999999993
0.2,119999.99999999996,0.5903999999999999,22.5,56.52777777777778,Main Straight,straight,47999.999999999985
0.4,119999.99999999996,0.5855999999999999,37.5,57.17592592592593,Main Straight,straight,71999.99999999999
0.6000000000000001,119999.99999999996,0.5807999999999999,52.5,57.824074074074076,Main Straight,straight,95999.99999999997
0.8,119999.99999999996,0.5759999999999998,67.5,58.47222222222223,Main Straight,straight,119999.99999999996
1.0,119999.99999999996,0.5711999999999998,82.5,59.12037037037037,Main Straight,straight,143999.99999999997
1.2000000000000002,119999.99999999996,0.5663999999999998,97.5,59.76851851851852,Main Straight,straight,167999.99999999997
1.4000000000000001,119999.99999999996,0.5615999999999998,112.5,60.41666666666667,Main Straight,straight,191999.99999999997
1.6,119999.99999999996,0.5567999999999997,127.5,61.064814814814824,Main Straight,straight,215999.99999999997
1.8,119999.99999999996,0.5519999999999997,142.5,61.71296296296296,Main Straight,straight,239999.99999999997
2.0,119999.99999999996,0.5471999999999997,157.5,62.361111111111114,Main Straight,straight,263999.99999999994
2.2,119999.99999999996,0.5423999999999997,172.5,63.00925925925927,Main Straight,straight,287999.99999999994
2.4000000000000004,119999.99999999996,0.5375999999999996,187.5,63.657407407407405,Main Straight,straight,311999.99999999994
2.6,119999.99999999996,0.5327999999999996,202.5,64.30555555555556,Main Straight,straight,336000.0
2.8000000000000003,119999.99999999996,0.5279999999999996,217.5,64.9537037037037,Main Straight,straight,360000.0
3.0,119999.99999999996,0.5231999999999996,232.50000000000003,65.60185185185186,Main Straight,straight,384000.0
3.2,119999.99999999996,0.5183999999999995,247.50000000000003,66.25,Main Straight,straight,408000.0
3.4000000000000004,119999.99999999996,0.5135999999999995,262.5,66.89814814814815,Main Straight,straight,431999.99999999994
3.6,119999.99999999996,0.5087999999999995,277.5,67.54629629629629,Main Straight,straight,455999.99999999994
3.8000000000000003,119999.99999999996,0.5039999999999994,292.5,68.19444444444444,Main Straight,straight,479999.99999999994
4.0,119999.99999999996,0.4991999999999994,307.5,68.8425925925926,Main Straight,straight,503999.99999999994
4.2,119999.99999999996,0.4943999999999994,322.5,69.49074074074073,Main Straight,straight,527999.9999999999
4.4,119999.99999999996,0.48959999999999937,337.5,70.13888888888889,Main Straight,straight,551999.9999999999
4.6000000000000005,119999.99999999996,0.48479999999999934,352.5,70.78703703703704,Main Straight,straight,575999.9999999999
4.800000000000001,119999.99999999996,0.4799999999999993,367.5,71.43518518518519,Main Straight,straight,599999.9999999999
5.0,119999.99999999996,0.4751999999999993,382.5,72.08333333333333,Main Straight,straight,623999.9999999999
5.2,119999.99999999996,0.47039999999999926,397.5,72.73148148148148,Main Straight,straight,648000.0
5.4,119999.99999999996,0.46559999999999924,412.5,73.37962962962963,Main Straight,straight,672000.0
5.6000000000000005,119999.99999999996,0.4607999999999992,427.5,74.02777777777777,Main Straight,straight,696000.0
5.800000000000001,119999.99999999996,0.4559999999999992,442.5,74.67592592592592,Main Straight,straight,720000.0
6.0,119999.99999999996,0.45119999999999916,457.5,75.32407407407408,Main Straight,straight,744000.0
6.2,119999.99999999996,0.44639999999999913,472.5,75.97222222222223,Main Straight,straight,768000.0
